n_noise,expectation_avg
1,0.7984000444412193
2,0.5652672314643873
3,0.45668482542038186
4,0.3033920168876651
5,0.28103681564331057
6,0.1852288103103637
7,0.07345280408859255
8,0.10219520568847669
9,0.05429120302200315
10,0.09900160551071178
11,0.05109760284423826
12,0.04471040248870848
13,0.006387200355529784
14,0.0383232021331787
15,0.019161601066589352
16,0.05109760284423827
17,-0.009580800533294676
18,0.031936001777648916
19,0.0383232021331787
20,-0.01596800088882446
