n_noise,expectation_avg
1.0,0.7984000444411373
1.5,0.6939693186282422
2.0,0.5904966728686764
2.5,0.5285408294200474
3.0,0.44710402488705575
3.5,0.40494850254056597
4.0,0.35321217966078305
4.5,0.30594689702987027
5.0,0.24367169356346383
5.5,0.22323265242576826
6.0,0.18714497041702452
6.5,0.16638656926155246
7.0,0.1599993689060226
